Year,Sex,States,Count,topicdesc,measuredesc,response,data_value,age_group
2018,Female,Tennessee,2568,E-Cigarette Use (Adults),User Status,Never,74.3,65+
2017,Male,Tennessee,21,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,58.6,45 to 64
2017,Male,Tennessee,29,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,58.6,65+
2017,Male,Tennessee,21,Smokeless Tobacco Use (Adults),User Status,Not Current,89.2,45 to 64
2017,Male,Tennessee,29,Smokeless Tobacco Use (Adults),User Status,Not Current,89.2,65+
2017,Male,Tennessee,21,Cigarette Use (Adults),Smoking Status,Former,28.3,45 to 64
2017,Male,Tennessee,29,Cigarette Use (Adults),Smoking Status,Former,28.3,65+
2017,Male,Tennessee,21,E-Cigarette Use (Adults),User Status,Never,74.3,45 to 64
2017,Male,Tennessee,29,E-Cigarette Use (Adults),User Status,Never,74.3,65+
2017,Male,Tennessee,21,Cigarette Use (Adults),Smoking Frequency,Some Days,29.5,45 to 64
2017,Male,Tennessee,29,Cigarette Use (Adults),Smoking Frequency,Some Days,29.5,65+
2017,Male,Tennessee,21,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,41.4,45 to 64
2017,Male,Tennessee,29,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,41.4,65+
2017,Male,Tennessee,21,Smokeless Tobacco Use (Adults),User Status,Current,10.8,45 to 64
2017,Male,Tennessee,29,Smokeless Tobacco Use (Adults),User Status,Current,10.8,65+
2017,Male,Tennessee,21,Cigarette Use (Adults),Smoking Status,Current,24.3,45 to 64
2017,Male,Tennessee,29,Cigarette Use (Adults),Smoking Status,Current,24.3,65+
2017,Male,Tennessee,21,E-Cigarette Use (Adults),User Status,Former,20.5,45 to 64
2017,Male,Tennessee,29,E-Cigarette Use (Adults),User Status,Former,20.5,65+
2017,Male,Tennessee,21,Cigarette Use (Adults),Smoking Status,Never,47.4,45 to 64
2017,Male,Tennessee,29,Cigarette Use (Adults),Smoking Status,Never,47.4,65+
2017,Male,Tennessee,21,Cigarette Use (Adults),Smoking Frequency,Every Day,70.5,45 to 64
2017,Male,Tennessee,29,Cigarette Use (Adults),Smoking Frequency,Every Day,70.5,65+
2017,Male,Tennessee,21,E-Cigarette Use (Adults),User Status,Current,5.2,45 to 64
2017,Male,Tennessee,29,E-Cigarette Use (Adults),User Status,Current,5.2,65+
2017,Male,Tennessee,21,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.7,45 to 64
2017,Male,Tennessee,29,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.7,65+
2017,Male,Tennessee,21,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.3,45 to 64
2017,Male,Tennessee,29,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.3,65+
2017,Female,Tennessee,433,Cigarette Use (Adults),Smoking Status,Former,19.6,25 to 44
2017,Female,Tennessee,2408,Cigarette Use (Adults),Smoking Status,Former,19.6,45 to 64
2017,Female,Tennessee,2440,Cigarette Use (Adults),Smoking Status,Former,19.6,65+
2017,Female,Tennessee,433,E-Cigarette Use (Adults),Frequency of Use,Some Days,66.7,25 to 44
2017,Female,Tennessee,2408,E-Cigarette Use (Adults),Frequency of Use,Some Days,66.7,45 to 64
2017,Female,Tennessee,2440,E-Cigarette Use (Adults),Frequency of Use,Some Days,66.7,65+
2017,Female,Tennessee,433,Smokeless Tobacco Use (Adults),User Status,Current,1.5,25 to 44
2017,Female,Tennessee,2408,Smokeless Tobacco Use (Adults),User Status,Current,1.5,45 to 64
2017,Female,Tennessee,2440,Smokeless Tobacco Use (Adults),User Status,Current,1.5,65+
2017,Female,Tennessee,433,E-Cigarette Use (Adults),Frequency of Use,Every Day,33.3,25 to 44
2017,Female,Tennessee,2408,E-Cigarette Use (Adults),Frequency of Use,Every Day,33.3,45 to 64
2017,Female,Tennessee,2440,E-Cigarette Use (Adults),Frequency of Use,Every Day,33.3,65+
2017,Female,Tennessee,433,E-Cigarette Use (Adults),User Status,Former,17.5,25 to 44
2017,Female,Tennessee,2408,E-Cigarette Use (Adults),User Status,Former,17.5,45 to 64
2017,Female,Tennessee,2440,E-Cigarette Use (Adults),User Status,Former,17.5,65+
2017,Female,Tennessee,433,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,25 to 44
2017,Female,Tennessee,2408,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,45 to 64
2017,Female,Tennessee,2440,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,65+
2017,Female,Tennessee,433,E-Cigarette Use (Adults),User Status,Never,76.1,25 to 44
2017,Female,Tennessee,2408,E-Cigarette Use (Adults),User Status,Never,76.1,45 to 64
2017,Female,Tennessee,2440,E-Cigarette Use (Adults),User Status,Never,76.1,65+
2017,Female,Tennessee,433,Cigarette Use (Adults),Smoking Status,Never,59.4,25 to 44
2017,Female,Tennessee,2408,Cigarette Use (Adults),Smoking Status,Never,59.4,45 to 64
2017,Female,Tennessee,2440,Cigarette Use (Adults),Smoking Status,Never,59.4,65+
2017,Female,Tennessee,433,Cigarette Use (Adults),Smoking Frequency,Some Days,29.7,25 to 44
2017,Female,Tennessee,2408,Cigarette Use (Adults),Smoking Frequency,Some Days,29.7,45 to 64
2017,Female,Tennessee,2440,Cigarette Use (Adults),Smoking Frequency,Some Days,29.7,65+
2017,Female,Tennessee,433,E-Cigarette Use (Adults),User Status,Current,6.4,25 to 44
2017,Female,Tennessee,2408,E-Cigarette Use (Adults),User Status,Current,6.4,45 to 64
2017,Female,Tennessee,2440,E-Cigarette Use (Adults),User Status,Current,6.4,65+
2017,Female,Tennessee,433,Cigarette Use (Adults),Smoking Frequency,Every Day,70.3,25 to 44
2017,Female,Tennessee,2408,Cigarette Use (Adults),Smoking Frequency,Every Day,70.3,45 to 64
2017,Female,Tennessee,2440,Cigarette Use (Adults),Smoking Frequency,Every Day,70.3,65+
2017,Female,Tennessee,433,Cigarette Use (Adults),Smoking Status,Current,21.1,25 to 44
2017,Female,Tennessee,2408,Cigarette Use (Adults),Smoking Status,Current,21.1,45 to 64
2017,Female,Tennessee,2440,Cigarette Use (Adults),Smoking Status,Current,21.1,65+
2016,Female,Tennessee,473,E-Cigarette Use (Adults),User Status,Current,4.2,25 to 44
2016,Female,Tennessee,2187,E-Cigarette Use (Adults),User Status,Current,4.2,45 to 64
2016,Female,Tennessee,2449,E-Cigarette Use (Adults),User Status,Current,4.2,65+
2016,Female,Tennessee,473,E-Cigarette Use (Adults),User Status,Former,17.1,25 to 44
2016,Female,Tennessee,2187,E-Cigarette Use (Adults),User Status,Former,17.1,45 to 64
2016,Female,Tennessee,2449,E-Cigarette Use (Adults),User Status,Former,17.1,65+
2016,Female,Tennessee,473,Smokeless Tobacco Use (Adults),User Status,Current,1.5,25 to 44
2016,Female,Tennessee,2187,Smokeless Tobacco Use (Adults),User Status,Current,1.5,45 to 64
2016,Female,Tennessee,2449,Smokeless Tobacco Use (Adults),User Status,Current,1.5,65+
2016,Female,Tennessee,473,Cigarette Use (Adults),Smoking Frequency,Every Day,72.8,25 to 44
2016,Female,Tennessee,2187,Cigarette Use (Adults),Smoking Frequency,Every Day,72.8,45 to 64
2016,Female,Tennessee,2449,Cigarette Use (Adults),Smoking Frequency,Every Day,72.8,65+
2016,Female,Tennessee,473,E-Cigarette Use (Adults),Frequency of Use,Some Days,63.1,25 to 44
2016,Female,Tennessee,2187,E-Cigarette Use (Adults),Frequency of Use,Some Days,63.1,45 to 64
2016,Female,Tennessee,2449,E-Cigarette Use (Adults),Frequency of Use,Some Days,63.1,65+
2016,Female,Tennessee,473,E-Cigarette Use (Adults),Frequency of Use,Every Day,36.9,25 to 44
2016,Female,Tennessee,2187,E-Cigarette Use (Adults),Frequency of Use,Every Day,36.9,45 to 64
2016,Female,Tennessee,2449,E-Cigarette Use (Adults),Frequency of Use,Every Day,36.9,65+
2016,Female,Tennessee,473,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,25 to 44
2016,Female,Tennessee,2187,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,45 to 64
2016,Female,Tennessee,2449,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,65+
2016,Female,Tennessee,473,Cigarette Use (Adults),Smoking Status,Former,19.8,25 to 44
2016,Female,Tennessee,2187,Cigarette Use (Adults),Smoking Status,Former,19.8,45 to 64
2016,Female,Tennessee,2449,Cigarette Use (Adults),Smoking Status,Former,19.8,65+
2016,Female,Tennessee,473,Cigarette Use (Adults),Smoking Frequency,Some Days,27.2,25 to 44
2016,Female,Tennessee,2187,Cigarette Use (Adults),Smoking Frequency,Some Days,27.2,45 to 64
2016,Female,Tennessee,2449,Cigarette Use (Adults),Smoking Frequency,Some Days,27.2,65+
2016,Female,Tennessee,473,Cigarette Use (Adults),Smoking Status,Current,20.4,25 to 44
2016,Female,Tennessee,2187,Cigarette Use (Adults),Smoking Status,Current,20.4,45 to 64
2016,Female,Tennessee,2449,Cigarette Use (Adults),Smoking Status,Current,20.4,65+
2016,Female,Tennessee,473,E-Cigarette Use (Adults),User Status,Never,78.7,25 to 44
2016,Female,Tennessee,2187,E-Cigarette Use (Adults),User Status,Never,78.7,45 to 64
2016,Female,Tennessee,2449,E-Cigarette Use (Adults),User Status,Never,78.7,65+
2016,Female,Tennessee,473,Cigarette Use (Adults),Smoking Status,Never,59.8,25 to 44
2016,Female,Tennessee,2187,Cigarette Use (Adults),Smoking Status,Never,59.8,45 to 64
2016,Female,Tennessee,2449,Cigarette Use (Adults),Smoking Status,Never,59.8,65+
2016,Male,Tennessee,27,Smokeless Tobacco Use (Adults),User Status,Current,12.4,65+
2016,Male,Tennessee,27,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,36.8,65+
2016,Male,Tennessee,27,Cigarette Use (Adults),Smoking Status,Never,48.0,65+
2016,Male,Tennessee,27,Cigarette Use (Adults),Smoking Status,Current,23.9,65+
2016,Male,Tennessee,27,E-Cigarette Use (Adults),User Status,Never,71.1,65+
2016,Male,Tennessee,27,E-Cigarette Use (Adults),Frequency of Use,Every Day,37.0,65+
2016,Male,Tennessee,27,Cigarette Use (Adults),Smoking Frequency,Some Days,35.3,65+
2016,Male,Tennessee,27,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,63.2,65+
2016,Male,Tennessee,27,Cigarette Use (Adults),Smoking Status,Former,28.1,65+
2016,Male,Tennessee,27,E-Cigarette Use (Adults),User Status,Current,7.3,65+
2016,Male,Tennessee,27,E-Cigarette Use (Adults),User Status,Former,21.5,65+
2016,Male,Tennessee,27,Cigarette Use (Adults),Smoking Frequency,Every Day,64.7,65+
2016,Male,Tennessee,27,E-Cigarette Use (Adults),Frequency of Use,Some Days,63.0,65+
2016,Male,Tennessee,27,Smokeless Tobacco Use (Adults),User Status,Not Current,87.6,65+
2015,Female,Tennessee,514,Cigarette Use (Adults),Smoking Status,Never,59.4,25 to 44
2015,Female,Tennessee,2313,Cigarette Use (Adults),Smoking Status,Never,59.4,45 to 64
2015,Female,Tennessee,2371,Cigarette Use (Adults),Smoking Status,Never,59.4,65+
2015,Female,Tennessee,514,Smokeless Tobacco Use (Adults),User Status,Not Current,98.1,25 to 44
2015,Female,Tennessee,2313,Smokeless Tobacco Use (Adults),User Status,Not Current,98.1,45 to 64
2015,Female,Tennessee,2371,Smokeless Tobacco Use (Adults),User Status,Not Current,98.1,65+
2015,Female,Tennessee,514,Cigarette Use (Adults),Smoking Frequency,Some Days,30.2,25 to 44
2015,Female,Tennessee,2313,Cigarette Use (Adults),Smoking Frequency,Some Days,30.2,45 to 64
2015,Female,Tennessee,2371,Cigarette Use (Adults),Smoking Frequency,Some Days,30.2,65+
2015,Female,Tennessee,514,Smokeless Tobacco Use (Adults),User Status,Current,1.9,25 to 44
2015,Female,Tennessee,2313,Smokeless Tobacco Use (Adults),User Status,Current,1.9,45 to 64
2015,Female,Tennessee,2371,Smokeless Tobacco Use (Adults),User Status,Current,1.9,65+
2015,Female,Tennessee,514,Cigarette Use (Adults),Smoking Frequency,Every Day,69.8,25 to 44
2015,Female,Tennessee,2313,Cigarette Use (Adults),Smoking Frequency,Every Day,69.8,45 to 64
2015,Female,Tennessee,2371,Cigarette Use (Adults),Smoking Frequency,Every Day,69.8,65+
2015,Female,Tennessee,514,Cigarette Use (Adults),Smoking Status,Former,19.5,25 to 44
2015,Female,Tennessee,2313,Cigarette Use (Adults),Smoking Status,Former,19.5,45 to 64
2015,Female,Tennessee,2371,Cigarette Use (Adults),Smoking Status,Former,19.5,65+
2015,Female,Tennessee,514,Cigarette Use (Adults),Smoking Status,Current,21.1,25 to 44
2015,Female,Tennessee,2313,Cigarette Use (Adults),Smoking Status,Current,21.1,45 to 64
2015,Female,Tennessee,2371,Cigarette Use (Adults),Smoking Status,Current,21.1,65+
2015,Male,Tennessee,31,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,43.3,65+
2015,Male,Tennessee,31,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,56.7,65+
2015,Male,Tennessee,31,Cigarette Use (Adults),Smoking Frequency,Some Days,25.0,65+
2015,Male,Tennessee,31,Cigarette Use (Adults),Smoking Frequency,Every Day,75.0,65+
2015,Male,Tennessee,31,Smokeless Tobacco Use (Adults),User Status,Not Current,89.0,65+
2015,Male,Tennessee,31,Cigarette Use (Adults),Smoking Status,Current,22.8,65+
2015,Male,Tennessee,31,Cigarette Use (Adults),Smoking Status,Never,46.5,65+
2015,Male,Tennessee,31,Cigarette Use (Adults),Smoking Status,Former,30.7,65+
2015,Male,Tennessee,31,Smokeless Tobacco Use (Adults),User Status,Current,11.0,65+
2014,Female,Tennessee,502,Cigarette Use (Adults),Smoking Frequency,Every Day,76.1,25 to 44
2014,Female,Tennessee,2178,Cigarette Use (Adults),Smoking Frequency,Every Day,76.1,45 to 64
2014,Female,Tennessee,2191,Cigarette Use (Adults),Smoking Frequency,Every Day,76.1,65+
2014,Female,Tennessee,502,Cigarette Use (Adults),Smoking Status,Former,19.6,25 to 44
2014,Female,Tennessee,2178,Cigarette Use (Adults),Smoking Status,Former,19.6,45 to 64
2014,Female,Tennessee,2191,Cigarette Use (Adults),Smoking Status,Former,19.6,65+
2014,Female,Tennessee,502,Cigarette Use (Adults),Smoking Status,Never,57.8,25 to 44
2014,Female,Tennessee,2178,Cigarette Use (Adults),Smoking Status,Never,57.8,45 to 64
2014,Female,Tennessee,2191,Cigarette Use (Adults),Smoking Status,Never,57.8,65+
2014,Female,Tennessee,502,Cigarette Use (Adults),Smoking Status,Current,22.6,25 to 44
2014,Female,Tennessee,2178,Cigarette Use (Adults),Smoking Status,Current,22.6,45 to 64
2014,Female,Tennessee,2191,Cigarette Use (Adults),Smoking Status,Current,22.6,65+
2014,Female,Tennessee,502,Cigarette Use (Adults),Smoking Frequency,Some Days,23.9,25 to 44
2014,Female,Tennessee,2178,Cigarette Use (Adults),Smoking Frequency,Some Days,23.9,45 to 64
2014,Female,Tennessee,2191,Cigarette Use (Adults),Smoking Frequency,Some Days,23.9,65+
2014,Female,Tennessee,502,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,25 to 44
2014,Female,Tennessee,2178,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,45 to 64
2014,Female,Tennessee,2191,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,65+
2014,Female,Tennessee,502,Smokeless Tobacco Use (Adults),User Status,Current,1.7,25 to 44
2014,Female,Tennessee,2178,Smokeless Tobacco Use (Adults),User Status,Current,1.7,45 to 64
2014,Female,Tennessee,2191,Smokeless Tobacco Use (Adults),User Status,Current,1.7,65+
2014,Male,Tennessee,33,Cigarette Use (Adults),Smoking Status,Never,45.3,65+
2014,Male,Tennessee,33,Cigarette Use (Adults),Smoking Frequency,Some Days,21.5,65+
2014,Male,Tennessee,33,Cigarette Use (Adults),Smoking Status,Current,26.0,65+
2014,Male,Tennessee,33,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,33.3,65+
2014,Male,Tennessee,33,Smokeless Tobacco Use (Adults),User Status,Current,13.3,65+
2014,Male,Tennessee,33,Cigarette Use (Adults),Smoking Frequency,Every Day,78.5,65+
2014,Male,Tennessee,33,Cigarette Use (Adults),Smoking Status,Former,28.7,65+
2014,Male,Tennessee,33,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,66.7,65+
2014,Male,Tennessee,33,Smokeless Tobacco Use (Adults),User Status,Not Current,86.7,65+
2018,Female,Texas,1982,Smokeless Tobacco Use (Adults),User Status,Current,0.6,25 to 44
2018,Female,Texas,8020,Smokeless Tobacco Use (Adults),User Status,Current,0.6,45 to 64
2018,Female,Texas,7772,Smokeless Tobacco Use (Adults),User Status,Current,0.6,65+
2018,Female,Texas,1982,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,77.8,25 to 44
2018,Female,Texas,8020,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,77.8,45 to 64
2018,Female,Texas,7772,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,77.8,65+
2018,Female,Texas,1982,Cigarette Use (Adults),Smoking Frequency,Every Day,70.2,25 to 44
2018,Female,Texas,8020,Cigarette Use (Adults),Smoking Frequency,Every Day,70.2,45 to 64
2018,Female,Texas,7772,Cigarette Use (Adults),Smoking Frequency,Every Day,70.2,65+
2018,Female,Texas,1982,E-Cigarette Use (Adults),User Status,Never,81.3,25 to 44
2018,Female,Texas,8020,E-Cigarette Use (Adults),User Status,Never,81.3,45 to 64
2018,Female,Texas,7772,E-Cigarette Use (Adults),User Status,Never,81.3,65+
2018,Female,Texas,1982,Cigarette Use (Adults),Smoking Status,Never,71.9,25 to 44
2018,Female,Texas,8020,Cigarette Use (Adults),Smoking Status,Never,71.9,45 to 64
2018,Female,Texas,7772,Cigarette Use (Adults),Smoking Status,Never,71.9,65+
2018,Female,Texas,1982,Smokeless Tobacco Use (Adults),User Status,Not Current,99.4,25 to 44
2018,Female,Texas,8020,Smokeless Tobacco Use (Adults),User Status,Not Current,99.4,45 to 64
2018,Female,Texas,7772,Smokeless Tobacco Use (Adults),User Status,Not Current,99.4,65+
2018,Female,Texas,1982,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,22.2,25 to 44
2018,Female,Texas,8020,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,22.2,45 to 64
2018,Female,Texas,7772,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,22.2,65+
2018,Female,Texas,1982,Cigarette Use (Adults),Smoking Status,Current,11.4,25 to 44
2018,Female,Texas,8020,Cigarette Use (Adults),Smoking Status,Current,11.4,45 to 64
2018,Female,Texas,7772,Cigarette Use (Adults),Smoking Status,Current,11.4,65+
2018,Female,Texas,1982,Cigarette Use (Adults),Smoking Frequency,Some Days,29.8,25 to 44
2018,Female,Texas,8020,Cigarette Use (Adults),Smoking Frequency,Some Days,29.8,45 to 64
2018,Female,Texas,7772,Cigarette Use (Adults),Smoking Frequency,Some Days,29.8,65+
2018,Female,Texas,1982,E-Cigarette Use (Adults),User Status,Former,15.1,25 to 44
2018,Female,Texas,8020,E-Cigarette Use (Adults),User Status,Former,15.1,45 to 64
2018,Female,Texas,7772,E-Cigarette Use (Adults),User Status,Former,15.1,65+
2018,Female,Texas,1982,E-Cigarette Use (Adults),User Status,Current,3.6,25 to 44
2018,Female,Texas,8020,E-Cigarette Use (Adults),User Status,Current,3.6,45 to 64
2018,Female,Texas,7772,E-Cigarette Use (Adults),User Status,Current,3.6,65+
2018,Female,Texas,1982,Cigarette Use (Adults),Smoking Status,Former,16.7,25 to 44
2018,Female,Texas,8020,Cigarette Use (Adults),Smoking Status,Former,16.7,45 to 64
2018,Female,Texas,7772,Cigarette Use (Adults),Smoking Status,Former,16.7,65+
2018,Female,Texas,1982,E-Cigarette Use (Adults),Frequency of Use,Some Days,48.4,25 to 44
2018,Female,Texas,8020,E-Cigarette Use (Adults),Frequency of Use,Some Days,48.4,45 to 64
2018,Female,Texas,7772,E-Cigarette Use (Adults),Frequency of Use,Some Days,48.4,65+
2018,Female,Texas,1982,E-Cigarette Use (Adults),Frequency of Use,Every Day,51.6,25 to 44
2018,Female,Texas,8020,E-Cigarette Use (Adults),Frequency of Use,Every Day,51.6,45 to 64
2018,Female,Texas,7772,E-Cigarette Use (Adults),Frequency of Use,Every Day,51.6,65+
2018,Male,Texas,68,Cigarette Use (Adults),Smoking Status,Never,55.8,45 to 64
2018,Male,Texas,102,Cigarette Use (Adults),Smoking Status,Never,55.8,65+
2018,Male,Texas,68,E-Cigarette Use (Adults),User Status,Former,18.4,45 to 64
2018,Male,Texas,102,E-Cigarette Use (Adults),User Status,Former,18.4,65+
2018,Male,Texas,68,E-Cigarette Use (Adults),User Status,Current,7.0,45 to 64
2018,Male,Texas,102,E-Cigarette Use (Adults),User Status,Current,7.0,65+
