,Year,States,Sex,Count,topicdesc,measuredesc,response,data_value,age_group
16715,2014,Washington,Male,1702,Cigarette Use (Adults),Smoking Status,Current,16.9,65+
16716,2014,Washington,Male,20,Cigarette Use (Adults),Smoking Status,Never,54.2,25 to 44
16717,2014,Washington,Male,586,Cigarette Use (Adults),Smoking Status,Never,54.2,45 to 64
16718,2014,Washington,Male,1702,Cigarette Use (Adults),Smoking Status,Never,54.2,65+
16719,2014,Washington,Male,20,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,54.6,25 to 44
16720,2014,Washington,Male,586,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,54.6,45 to 64
16721,2014,Washington,Male,1702,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,54.6,65+
16722,2014,Washington,Male,20,Smokeless Tobacco Use (Adults),User Status,Current,6.2,25 to 44
16723,2014,Washington,Male,586,Smokeless Tobacco Use (Adults),User Status,Current,6.2,45 to 64
16724,2014,Washington,Male,1702,Smokeless Tobacco Use (Adults),User Status,Current,6.2,65+
16725,2014,Washington,Male,20,Cigarette Use (Adults),Smoking Frequency,Some Days,29.1,25 to 44
16726,2014,Washington,Male,586,Cigarette Use (Adults),Smoking Frequency,Some Days,29.1,45 to 64
16727,2014,Washington,Male,1702,Cigarette Use (Adults),Smoking Frequency,Some Days,29.1,65+
16728,2014,Washington,Male,20,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,45.4,25 to 44
16729,2014,Washington,Male,586,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,45.4,45 to 64
16730,2014,Washington,Male,1702,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,45.4,65+
16731,2014,Washington,Male,20,Cigarette Use (Adults),Smoking Frequency,Every Day,70.9,25 to 44
16732,2014,Washington,Male,586,Cigarette Use (Adults),Smoking Frequency,Every Day,70.9,45 to 64
16733,2014,Washington,Male,1702,Cigarette Use (Adults),Smoking Frequency,Every Day,70.9,65+
16734,2014,Washington,Male,20,Cigarette Use (Adults),Smoking Status,Former,28.9,25 to 44
16735,2014,Washington,Male,586,Cigarette Use (Adults),Smoking Status,Former,28.9,45 to 64
16736,2014,Washington,Male,1702,Cigarette Use (Adults),Smoking Status,Former,28.9,65+
16737,2014,Washington,Male,20,Smokeless Tobacco Use (Adults),User Status,Not Current,93.8,25 to 44
16738,2014,Washington,Male,586,Smokeless Tobacco Use (Adults),User Status,Not Current,93.8,45 to 64
16739,2014,Washington,Male,1702,Smokeless Tobacco Use (Adults),User Status,Not Current,93.8,65+
16740,2018,West Virginia,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,75.9,25 to 44
16741,2018,West Virginia,Male,334,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,75.9,45 to 64
16742,2018,West Virginia,Male,696,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,75.9,65+
16743,2018,West Virginia,Male,0,Cigarette Use (Adults),Smoking Status,Current,25.7,25 to 44
16744,2018,West Virginia,Male,334,Cigarette Use (Adults),Smoking Status,Current,25.7,45 to 64
16745,2018,West Virginia,Male,696,Cigarette Use (Adults),Smoking Status,Current,25.7,65+
16746,2018,West Virginia,Male,0,Cigarette Use (Adults),Smoking Frequency,Every Day,78.5,25 to 44
16747,2018,West Virginia,Male,334,Cigarette Use (Adults),Smoking Frequency,Every Day,78.5,45 to 64
16748,2018,West Virginia,Male,696,Cigarette Use (Adults),Smoking Frequency,Every Day,78.5,65+
16749,2018,West Virginia,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,24.1,25 to 44
16750,2018,West Virginia,Male,334,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,24.1,45 to 64
16751,2018,West Virginia,Male,696,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,24.1,65+
16752,2018,West Virginia,Male,0,Smokeless Tobacco Use (Adults),User Status,Not Current,84.5,25 to 44
16753,2018,West Virginia,Male,334,Smokeless Tobacco Use (Adults),User Status,Not Current,84.5,45 to 64
16754,2018,West Virginia,Male,696,Smokeless Tobacco Use (Adults),User Status,Not Current,84.5,65+
16755,2018,West Virginia,Male,0,Cigarette Use (Adults),Smoking Frequency,Some Days,21.5,25 to 44
16756,2018,West Virginia,Male,334,Cigarette Use (Adults),Smoking Frequency,Some Days,21.5,45 to 64
16757,2018,West Virginia,Male,696,Cigarette Use (Adults),Smoking Frequency,Some Days,21.5,65+
16758,2018,West Virginia,Male,0,Cigarette Use (Adults),Smoking Status,Former,28.8,25 to 44
16759,2018,West Virginia,Male,334,Cigarette Use (Adults),Smoking Status,Former,28.8,45 to 64
16760,2018,West Virginia,Male,696,Cigarette Use (Adults),Smoking Status,Former,28.8,65+
16761,2018,West Virginia,Male,0,Cigarette Use (Adults),Smoking Status,Never,45.5,25 to 44
16762,2018,West Virginia,Male,334,Cigarette Use (Adults),Smoking Status,Never,45.5,45 to 64
16763,2018,West Virginia,Male,696,Cigarette Use (Adults),Smoking Status,Never,45.5,65+
16764,2018,West Virginia,Male,0,Smokeless Tobacco Use (Adults),User Status,Current,15.5,25 to 44
16765,2018,West Virginia,Male,334,Smokeless Tobacco Use (Adults),User Status,Current,15.5,45 to 64
16766,2018,West Virginia,Male,696,Smokeless Tobacco Use (Adults),User Status,Current,15.5,65+
16770,2018,West Virginia,Female,0,Cigarette Use (Adults),Smoking Status,Former,19.8,25 to 44
16771,2018,West Virginia,Female,341,Cigarette Use (Adults),Smoking Status,Former,19.8,45 to 64
16772,2018,West Virginia,Female,634,Cigarette Use (Adults),Smoking Status,Former,19.8,65+
16773,2018,West Virginia,Female,0,Cigarette Use (Adults),Smoking Status,Never,55.4,25 to 44
16774,2018,West Virginia,Female,341,Cigarette Use (Adults),Smoking Status,Never,55.4,45 to 64
16775,2018,West Virginia,Female,634,Cigarette Use (Adults),Smoking Status,Never,55.4,65+
16776,2018,West Virginia,Female,0,Cigarette Use (Adults),Smoking Frequency,Every Day,84.5,25 to 44
16777,2018,West Virginia,Female,341,Cigarette Use (Adults),Smoking Frequency,Every Day,84.5,45 to 64
16778,2018,West Virginia,Female,634,Cigarette Use (Adults),Smoking Frequency,Every Day,84.5,65+
16779,2018,West Virginia,Female,0,Cigarette Use (Adults),Smoking Status,Current,24.8,25 to 44
16780,2018,West Virginia,Female,341,Cigarette Use (Adults),Smoking Status,Current,24.8,45 to 64
16781,2018,West Virginia,Female,634,Cigarette Use (Adults),Smoking Status,Current,24.8,65+
16782,2018,West Virginia,Female,0,Cigarette Use (Adults),Smoking Frequency,Some Days,15.5,25 to 44
16783,2018,West Virginia,Female,341,Cigarette Use (Adults),Smoking Frequency,Some Days,15.5,45 to 64
16784,2018,West Virginia,Female,634,Cigarette Use (Adults),Smoking Frequency,Some Days,15.5,65+
16788,2018,West Virginia,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,1.4,25 to 44
16789,2018,West Virginia,Female,341,Smokeless Tobacco Use (Adults),User Status,Current,1.4,45 to 64
16790,2018,West Virginia,Female,634,Smokeless Tobacco Use (Adults),User Status,Current,1.4,65+
16791,2018,West Virginia,Female,0,Smokeless Tobacco Use (Adults),User Status,Not Current,98.6,25 to 44
16792,2018,West Virginia,Female,341,Smokeless Tobacco Use (Adults),User Status,Not Current,98.6,45 to 64
16793,2018,West Virginia,Female,634,Smokeless Tobacco Use (Adults),User Status,Not Current,98.6,65+
16794,2017,West Virginia,Female,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,32.1,25 to 44
16795,2017,West Virginia,Female,351,E-Cigarette Use (Adults),Frequency of Use,Every Day,32.1,45 to 64
16796,2017,West Virginia,Female,691,E-Cigarette Use (Adults),Frequency of Use,Every Day,32.1,65+
16797,2017,West Virginia,Female,0,E-Cigarette Use (Adults),User Status,Current,4.9,25 to 44
16798,2017,West Virginia,Female,351,E-Cigarette Use (Adults),User Status,Current,4.9,45 to 64
16799,2017,West Virginia,Female,691,E-Cigarette Use (Adults),User Status,Current,4.9,65+
16800,2017,West Virginia,Female,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.9,25 to 44
16801,2017,West Virginia,Female,351,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.9,45 to 64
16802,2017,West Virginia,Female,691,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.9,65+
16803,2017,West Virginia,Female,0,Cigarette Use (Adults),Smoking Frequency,Some Days,21.2,25 to 44
16804,2017,West Virginia,Female,351,Cigarette Use (Adults),Smoking Frequency,Some Days,21.2,45 to 64
16805,2017,West Virginia,Female,691,Cigarette Use (Adults),Smoking Frequency,Some Days,21.2,65+
16809,2017,West Virginia,Female,0,Cigarette Use (Adults),Smoking Status,Former,21.8,25 to 44
16810,2017,West Virginia,Female,351,Cigarette Use (Adults),Smoking Status,Former,21.8,45 to 64
16811,2017,West Virginia,Female,691,Cigarette Use (Adults),Smoking Status,Former,21.8,65+
16812,2017,West Virginia,Female,0,Cigarette Use (Adults),Smoking Frequency,Every Day,78.8,25 to 44
16813,2017,West Virginia,Female,351,Cigarette Use (Adults),Smoking Frequency,Every Day,78.8,45 to 64
16814,2017,West Virginia,Female,691,Cigarette Use (Adults),Smoking Frequency,Every Day,78.8,65+
16815,2017,West Virginia,Female,0,Smokeless Tobacco Use (Adults),User Status,Not Current,98.6,25 to 44
16816,2017,West Virginia,Female,351,Smokeless Tobacco Use (Adults),User Status,Not Current,98.6,45 to 64
16817,2017,West Virginia,Female,691,Smokeless Tobacco Use (Adults),User Status,Not Current,98.6,65+
16818,2017,West Virginia,Female,0,E-Cigarette Use (Adults),User Status,Former,18.9,25 to 44
16819,2017,West Virginia,Female,351,E-Cigarette Use (Adults),User Status,Former,18.9,45 to 64
16820,2017,West Virginia,Female,691,E-Cigarette Use (Adults),User Status,Former,18.9,65+
16824,2017,West Virginia,Female,0,Cigarette Use (Adults),Smoking Status,Current,26.9,25 to 44
16825,2017,West Virginia,Female,351,Cigarette Use (Adults),Smoking Status,Current,26.9,45 to 64
16826,2017,West Virginia,Female,691,Cigarette Use (Adults),Smoking Status,Current,26.9,65+
16827,2017,West Virginia,Female,0,E-Cigarette Use (Adults),User Status,Never,76.2,25 to 44
16828,2017,West Virginia,Female,351,E-Cigarette Use (Adults),User Status,Never,76.2,45 to 64
16829,2017,West Virginia,Female,691,E-Cigarette Use (Adults),User Status,Never,76.2,65+
16830,2017,West Virginia,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,1.4,25 to 44
16831,2017,West Virginia,Female,351,Smokeless Tobacco Use (Adults),User Status,Current,1.4,45 to 64
16832,2017,West Virginia,Female,691,Smokeless Tobacco Use (Adults),User Status,Current,1.4,65+
16833,2017,West Virginia,Female,0,Cigarette Use (Adults),Smoking Status,Never,51.3,25 to 44
16834,2017,West Virginia,Female,351,Cigarette Use (Adults),Smoking Status,Never,51.3,45 to 64
16835,2017,West Virginia,Female,691,Cigarette Use (Adults),Smoking Status,Never,51.3,65+
16836,2017,West Virginia,Male,0,E-Cigarette Use (Adults),User Status,Former,20.6,25 to 44
16837,2017,West Virginia,Male,390,E-Cigarette Use (Adults),User Status,Former,20.6,45 to 64
16838,2017,West Virginia,Male,762,E-Cigarette Use (Adults),User Status,Former,20.6,65+
16839,2017,West Virginia,Male,0,E-Cigarette Use (Adults),User Status,Current,6.5,25 to 44
16840,2017,West Virginia,Male,390,E-Cigarette Use (Adults),User Status,Current,6.5,45 to 64
16841,2017,West Virginia,Male,762,E-Cigarette Use (Adults),User Status,Current,6.5,65+
16842,2017,West Virginia,Male,0,Cigarette Use (Adults),Smoking Status,Never,44.1,25 to 44
16843,2017,West Virginia,Male,390,Cigarette Use (Adults),Smoking Status,Never,44.1,45 to 64
16844,2017,West Virginia,Male,762,Cigarette Use (Adults),Smoking Status,Never,44.1,65+
16845,2017,West Virginia,Male,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,32.9,25 to 44
16846,2017,West Virginia,Male,390,E-Cigarette Use (Adults),Frequency of Use,Every Day,32.9,45 to 64
16847,2017,West Virginia,Male,762,E-Cigarette Use (Adults),Frequency of Use,Every Day,32.9,65+
16848,2017,West Virginia,Male,0,E-Cigarette Use (Adults),User Status,Never,72.9,25 to 44
16849,2017,West Virginia,Male,390,E-Cigarette Use (Adults),User Status,Never,72.9,45 to 64
16850,2017,West Virginia,Male,762,E-Cigarette Use (Adults),User Status,Never,72.9,65+
16851,2017,West Virginia,Male,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.1,25 to 44
16852,2017,West Virginia,Male,390,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.1,45 to 64
16853,2017,West Virginia,Male,762,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.1,65+
16854,2017,West Virginia,Male,0,Cigarette Use (Adults),Smoking Frequency,Some Days,25.6,25 to 44
16855,2017,West Virginia,Male,390,Cigarette Use (Adults),Smoking Frequency,Some Days,25.6,45 to 64
16856,2017,West Virginia,Male,762,Cigarette Use (Adults),Smoking Frequency,Some Days,25.6,65+
16857,2017,West Virginia,Male,0,Smokeless Tobacco Use (Adults),User Status,Not Current,83.4,25 to 44
16858,2017,West Virginia,Male,390,Smokeless Tobacco Use (Adults),User Status,Not Current,83.4,45 to 64
16859,2017,West Virginia,Male,762,Smokeless Tobacco Use (Adults),User Status,Not Current,83.4,65+
16860,2017,West Virginia,Male,0,Cigarette Use (Adults),Smoking Frequency,Every Day,74.4,25 to 44
16861,2017,West Virginia,Male,390,Cigarette Use (Adults),Smoking Frequency,Every Day,74.4,45 to 64
16862,2017,West Virginia,Male,762,Cigarette Use (Adults),Smoking Frequency,Every Day,74.4,65+
16863,2017,West Virginia,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,71.5,25 to 44
16864,2017,West Virginia,Male,390,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,71.5,45 to 64
16865,2017,West Virginia,Male,762,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,71.5,65+
16866,2017,West Virginia,Male,0,Cigarette Use (Adults),Smoking Status,Former,30.8,25 to 44
16867,2017,West Virginia,Male,390,Cigarette Use (Adults),Smoking Status,Former,30.8,45 to 64
16868,2017,West Virginia,Male,762,Cigarette Use (Adults),Smoking Status,Former,30.8,65+
16869,2017,West Virginia,Male,0,Cigarette Use (Adults),Smoking Status,Current,25.1,25 to 44
16870,2017,West Virginia,Male,390,Cigarette Use (Adults),Smoking Status,Current,25.1,45 to 64
16871,2017,West Virginia,Male,762,Cigarette Use (Adults),Smoking Status,Current,25.1,65+
16872,2017,West Virginia,Male,0,Smokeless Tobacco Use (Adults),User Status,Current,16.6,25 to 44
16873,2017,West Virginia,Male,390,Smokeless Tobacco Use (Adults),User Status,Current,16.6,45 to 64
16874,2017,West Virginia,Male,762,Smokeless Tobacco Use (Adults),User Status,Current,16.6,65+
16875,2017,West Virginia,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,28.5,25 to 44
16876,2017,West Virginia,Male,390,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,28.5,45 to 64
16877,2017,West Virginia,Male,762,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,28.5,65+
16878,2016,West Virginia,Female,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.3,25 to 44
16879,2016,West Virginia,Female,321,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.3,45 to 64
16880,2016,West Virginia,Female,609,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.3,65+
16881,2016,West Virginia,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,1.5,25 to 44
16882,2016,West Virginia,Female,321,Smokeless Tobacco Use (Adults),User Status,Current,1.5,45 to 64
16883,2016,West Virginia,Female,609,Smokeless Tobacco Use (Adults),User Status,Current,1.5,65+
16884,2016,West Virginia,Female,0,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,25 to 44
16885,2016,West Virginia,Female,321,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,45 to 64
16886,2016,West Virginia,Female,609,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,65+
16887,2016,West Virginia,Female,0,Cigarette Use (Adults),Smoking Frequency,Every Day,81.4,25 to 44
16888,2016,West Virginia,Female,321,Cigarette Use (Adults),Smoking Frequency,Every Day,81.4,45 to 64
16889,2016,West Virginia,Female,609,Cigarette Use (Adults),Smoking Frequency,Every Day,81.4,65+
16890,2016,West Virginia,Female,0,Cigarette Use (Adults),Smoking Frequency,Some Days,18.6,25 to 44
16891,2016,West Virginia,Female,321,Cigarette Use (Adults),Smoking Frequency,Some Days,18.6,45 to 64
16892,2016,West Virginia,Female,609,Cigarette Use (Adults),Smoking Frequency,Some Days,18.6,65+
16893,2016,West Virginia,Female,0,Cigarette Use (Adults),Smoking Status,Current,23.9,25 to 44
16894,2016,West Virginia,Female,321,Cigarette Use (Adults),Smoking Status,Current,23.9,45 to 64
16895,2016,West Virginia,Female,609,Cigarette Use (Adults),Smoking Status,Current,23.9,65+
16899,2016,West Virginia,Female,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,32.7,25 to 44
16900,2016,West Virginia,Female,321,E-Cigarette Use (Adults),Frequency of Use,Every Day,32.7,45 to 64
16901,2016,West Virginia,Female,609,E-Cigarette Use (Adults),Frequency of Use,Every Day,32.7,65+
16905,2016,West Virginia,Female,0,Cigarette Use (Adults),Smoking Status,Former,22.1,25 to 44
16906,2016,West Virginia,Female,321,Cigarette Use (Adults),Smoking Status,Former,22.1,45 to 64
16907,2016,West Virginia,Female,609,Cigarette Use (Adults),Smoking Status,Former,22.1,65+
16908,2016,West Virginia,Female,0,E-Cigarette Use (Adults),User Status,Never,78.0,25 to 44
16909,2016,West Virginia,Female,321,E-Cigarette Use (Adults),User Status,Never,78.0,45 to 64
16910,2016,West Virginia,Female,609,E-Cigarette Use (Adults),User Status,Never,78.0,65+
16911,2016,West Virginia,Female,0,E-Cigarette Use (Adults),User Status,Former,17.6,25 to 44
16912,2016,West Virginia,Female,321,E-Cigarette Use (Adults),User Status,Former,17.6,45 to 64
16913,2016,West Virginia,Female,609,E-Cigarette Use (Adults),User Status,Former,17.6,65+
16914,2016,West Virginia,Female,0,Cigarette Use (Adults),Smoking Status,Never,54.0,25 to 44
16915,2016,West Virginia,Female,321,Cigarette Use (Adults),Smoking Status,Never,54.0,45 to 64
16916,2016,West Virginia,Female,609,Cigarette Use (Adults),Smoking Status,Never,54.0,65+
16917,2016,West Virginia,Female,0,E-Cigarette Use (Adults),User Status,Current,4.4,25 to 44
16918,2016,West Virginia,Female,321,E-Cigarette Use (Adults),User Status,Current,4.4,45 to 64
16919,2016,West Virginia,Female,609,E-Cigarette Use (Adults),User Status,Current,4.4,65+
16920,2016,West Virginia,Male,0,Cigarette Use (Adults),Smoking Status,Current,25.8,25 to 44
16921,2016,West Virginia,Male,361,Cigarette Use (Adults),Smoking Status,Current,25.8,45 to 64
16922,2016,West Virginia,Male,709,Cigarette Use (Adults),Smoking Status,Current,25.8,65+
16923,2016,West Virginia,Male,0,E-Cigarette Use (Adults),User Status,Former,19.3,25 to 44
16924,2016,West Virginia,Male,361,E-Cigarette Use (Adults),User Status,Former,19.3,45 to 64
